"KOs","id","Description","cor","p.value","p.adjust","Z_score","type"
"O60547","hsa01100","Metabolic pathways",-0.221571774173021,0.111469498706659,0.134372899089172,-1.10595545985254,"Depleted"
"O60547","hsa00520","Amino sugar and nucleotide sugar metabolism",-0.221571774173021,0.111469498706659,0.134372899089172,-1.10595545985254,"Depleted"
"O60547","hsa01250","Biosynthesis of nucleotide sugars",-0.221571774173021,0.111469498706659,0.134372899089172,-1.10595545985254,"Depleted"
"Q9Y5P6","hsa01100","Metabolic pathways",0.209754612883793,0.12461591525948,0.148174108858714,1.04429653022173,"Enriched"
"Q9Y5P6","hsa00520","Amino sugar and nucleotide sugar metabolism",0.209754612883793,0.12461591525948,0.148174108858714,1.04429653022173,"Enriched"
"Q9Y5P6","hsa01250","Biosynthesis of nucleotide sugars",0.209754612883793,0.12461591525948,0.148174108858714,1.04429653022173,"Enriched"
"Q9Y5P6","hsa00051","Fructose and mannose metabolism",0.209754612883793,0.12461591525948,0.148174108858714,1.04429653022173,"Enriched"
"Q9Y5P6","hsa01240","Biosynthesis of cofactors",0.209754612883793,0.12461591525948,0.148174108858714,1.04429653022173,"Enriched"
"P34949","hsa01240","Biosynthesis of cofactors",-0.680963919291751,8.95429017112123e-06,2.37872664980655e-05,-4.06723366725667,"Depleted"
"P34949","hsa00520","Amino sugar and nucleotide sugar metabolism",-0.680963919291751,8.95429017112123e-06,2.37872664980655e-05,-4.06723366725667,"Depleted"
"P34949","hsa00051","Fructose and mannose metabolism",-0.680963919291751,8.95429017112123e-06,2.37872664980655e-05,-4.06723366725667,"Depleted"
"P34949","hsa01250","Biosynthesis of nucleotide sugars",-0.680963919291751,8.95429017112123e-06,2.37872664980655e-05,-4.06723366725667,"Depleted"
"P34949","hsa01100","Metabolic pathways",-0.680963919291751,8.95429017112123e-06,2.37872664980655e-05,-4.06723366725667,"Depleted"
"C9JRZ8","hsa00790","Folate biosynthesis",0.729709709609815,1.07498273801047e-06,3.64607547222107e-06,4.48497784986549,"Enriched"
"C9JRZ8","hsa00052","Galactose metabolism",0.729709709609815,1.07498273801047e-06,3.64607547222107e-06,4.48497784986549,"Enriched"
"C9JRZ8","hsa00051","Fructose and mannose metabolism",0.729709709609815,1.07498273801047e-06,3.64607547222107e-06,4.48497784986549,"Enriched"
"C9JRZ8","hsa01100","Metabolic pathways",0.729709709609815,1.07498273801047e-06,3.64607547222107e-06,4.48497784986549,"Enriched"
"O60825","hsa04919","Thyroid hormone signaling pathway",0.593812354783696,0.000169949987100879,0.000349627751241203,3.38987088124537,"Enriched"
"O60825","hsa01100","Metabolic pathways",0.593812354783696,0.000169949987100879,0.000349627751241203,3.38987088124537,"Enriched"
"O60825","hsa04152","AMPK signaling pathway",0.593812354783696,0.000169949987100879,0.000349627751241203,3.38987088124537,"Enriched"
"O60825","hsa00051","Fructose and mannose metabolism",0.593812354783696,0.000169949987100879,0.000349627751241203,3.38987088124537,"Enriched"
"Q16875","hsa00051","Fructose and mannose metabolism",-0.152145951598808,0.202907566958822,0.229646907616534,-0.740010183483938,"Depleted"
"Q16875","hsa04152","AMPK signaling pathway",-0.152145951598808,0.202907566958822,0.229646907616534,-0.740010183483938,"Depleted"
"Q16875","hsa01100","Metabolic pathways",-0.152145951598808,0.202907566958822,0.229646907616534,-0.740010183483938,"Depleted"
"Q16875","hsa04066","HIF-1 signaling pathway",-0.152145951598808,0.202907566958822,0.229646907616534,-0.740010183483938,"Depleted"
"O15305","hsa01240","Biosynthesis of cofactors",-0.466777870924497,0.00353883296575564,0.00576374280066141,-2.52628825127574,"Depleted"
"O15305","hsa01100","Metabolic pathways",-0.466777870924497,0.00353883296575564,0.00576374280066141,-2.52628825127574,"Depleted"
"O15305","hsa01250","Biosynthesis of nucleotide sugars",-0.466777870924497,0.00353883296575564,0.00576374280066141,-2.52628825127574,"Depleted"
"O15305","hsa00520","Amino sugar and nucleotide sugar metabolism",-0.466777870924497,0.00353883296575564,0.00576374280066141,-2.52628825127574,"Depleted"
"O15305","hsa00051","Fructose and mannose metabolism",-0.466777870924497,0.00353883296575564,0.00576374280066141,-2.52628825127574,"Depleted"
"Q00796","hsa01100","Metabolic pathways",0.667669612841369,1.49214486302102e-05,3.77627430718396e-05,3.95817224863293,"Enriched"
"Q00796","hsa00051","Fructose and mannose metabolism",0.667669612841369,1.49214486302102e-05,3.77627430718396e-05,3.95817224863293,"Enriched"
"Q13630","hsa01100","Metabolic pathways",-0.364854854804908,0.0200265143377013,0.0284090884982913,-1.90470693522833,"Depleted"
"Q13630","hsa00051","Fructose and mannose metabolism",-0.364854854804908,0.0200265143377013,0.0284090884982913,-1.90470693522833,"Depleted"
"Q13630","hsa01250","Biosynthesis of nucleotide sugars",-0.364854854804908,0.0200265143377013,0.0284090884982913,-1.90470693522833,"Depleted"
"Q13630","hsa00520","Amino sugar and nucleotide sugar metabolism",-0.364854854804908,0.0200265143377013,0.0284090884982913,-1.90470693522833,"Depleted"
"Q14376","hsa01100","Metabolic pathways",0.375194870932982,0.0171735553175642,0.024681215085088,1.96544781327145,"Enriched"
"Q14376","hsa01250","Biosynthesis of nucleotide sugars",0.375194870932982,0.0171735553175642,0.024681215085088,1.96544781327145,"Enriched"
"Q14376","hsa00520","Amino sugar and nucleotide sugar metabolism",0.375194870932982,0.0171735553175642,0.024681215085088,1.96544781327145,"Enriched"
"Q14376","hsa00052","Galactose metabolism",0.375194870932982,0.0171735553175642,0.024681215085088,1.96544781327145,"Enriched"
"P51570","hsa00520","Amino sugar and nucleotide sugar metabolism",0.293951887069541,0.0512353125196142,0.0668701347715564,1.49951427000235,"Enriched"
"P51570","hsa00052","Galactose metabolism",0.293951887069541,0.0512353125196142,0.0668701347715564,1.49951427000235,"Enriched"
"P51570","hsa01250","Biosynthesis of nucleotide sugars",0.293951887069541,0.0512353125196142,0.0668701347715564,1.49951427000235,"Enriched"
"P51570","hsa01100","Metabolic pathways",0.293951887069541,0.0512353125196142,0.0668701347715564,1.49951427000235,"Enriched"
"P42765","hsa01212","Fatty acid metabolism",0.753344032188271,3.24561872944506e-07,1.26771792747367e-06,4.7052592218533,"Enriched"
"P42765","hsa00071","Fatty acid degradation",0.753344032188271,3.24561872944506e-07,1.26771792747367e-06,4.7052592218533,"Enriched"
"P42765","hsa01100","Metabolic pathways",0.753344032188271,3.24561872944506e-07,1.26771792747367e-06,4.7052592218533,"Enriched"
"P42765","hsa00280","Valine, leucine and isoleucine degradation",0.753344032188271,3.24561872944506e-07,1.26771792747367e-06,4.7052592218533,"Enriched"
"O75521","hsa04146","Peroxisome",0.248160387073783,0.0854231805947669,0.105930688142598,1.2484634749093,"Enriched"
"O75521","hsa00071","Fatty acid degradation",0.248160387073783,0.0854231805947669,0.105930688142598,1.2484634749093,"Enriched"
"P50416","hsa04931","Insulin resistance",0.0974915806361292,0.297771337355641,0.321121535519435,0.464564902827313,"Enriched"
"P50416","hsa03320","PPAR signaling pathway",0.0974915806361292,0.297771337355641,0.321121535519435,0.464564902827313,"Enriched"
"P50416","hsa04920","Adipocytokine signaling pathway",0.0974915806361292,0.297771337355641,0.321121535519435,0.464564902827313,"Enriched"
"P50416","hsa00071","Fatty acid degradation",0.0974915806361292,0.297771337355641,0.321121535519435,0.464564902827313,"Enriched"
"P50416","hsa04936","Alcoholic liver disease",0.0974915806361292,0.297771337355641,0.321121535519435,0.464564902827313,"Enriched"
"P50416","hsa04148","Efferocytosis",0.0974915806361292,0.297771337355641,0.321121535519435,0.464564902827313,"Enriched"
"P50416","hsa01212","Fatty acid metabolism",0.0974915806361292,0.297771337355641,0.321121535519435,0.464564902827313,"Enriched"
"P50416","hsa04922","Glucagon signaling pathway",0.0974915806361292,0.297771337355641,0.321121535519435,0.464564902827313,"Enriched"
"P50416","hsa04152","AMPK signaling pathway",0.0974915806361292,0.297771337355641,0.321121535519435,0.464564902827313,"Enriched"
"P50416","hsa04714","Thermogenesis",0.0974915806361292,0.297771337355641,0.321121535519435,0.464564902827313,"Enriched"
"P42126","hsa00071","Fatty acid degradation",0.74004972573789,6.4661694807637e-07,2.32597198227303e-06,4.57990175411112,"Enriched"
"P30084","hsa01212","Fatty acid metabolism",0.757775467671731,2.55472429970841e-07,1.03275574951351e-06,4.74690671985017,"Enriched"
"P30084","hsa01200","Carbon metabolism",0.757775467671731,2.55472429970841e-07,1.03275574951351e-06,4.74690671985017,"Enriched"
"P30084","hsa00380","Tryptophan metabolism",0.757775467671731,2.55472429970841e-07,1.03275574951351e-06,4.74690671985017,"Enriched"
"P30084","hsa01100","Metabolic pathways",0.757775467671731,2.55472429970841e-07,1.03275574951351e-06,4.74690671985017,"Enriched"
"P30084","hsa00071","Fatty acid degradation",0.757775467671731,2.55472429970841e-07,1.03275574951351e-06,4.74690671985017,"Enriched"
"P30084","hsa00310","Lysine degradation",0.757775467671731,2.55472429970841e-07,1.03275574951351e-06,4.74690671985017,"Enriched"
"P30084","hsa00280","Valine, leucine and isoleucine degradation",0.757775467671731,2.55472429970841e-07,1.03275574951351e-06,4.74690671985017,"Enriched"
"O95573","hsa00071","Fatty acid degradation",-0.00886287096692083,0.480801491558557,0.483287421714677,-0.041904481986919,"Depleted"
"O95573","hsa01212","Fatty acid metabolism",-0.00886287096692083,0.480801491558557,0.483287421714677,-0.041904481986919,"Depleted"
"O95573","hsa01100","Metabolic pathways",-0.00886287096692083,0.480801491558557,0.483287421714677,-0.041904481986919,"Depleted"
"O95573","hsa04216","Ferroptosis",-0.00886287096692083,0.480801491558557,0.483287421714677,-0.041904481986919,"Depleted"
"O95573","hsa04146","Peroxisome",-0.00886287096692083,0.480801491558557,0.483287421714677,-0.041904481986919,"Depleted"
"O95573","hsa04920","Adipocytokine signaling pathway",-0.00886287096692083,0.480801491558557,0.483287421714677,-0.041904481986919,"Depleted"
"O95573","hsa04714","Thermogenesis",-0.00886287096692083,0.480801491558557,0.483287421714677,-0.041904481986919,"Depleted"
"O95573","hsa03320","PPAR signaling pathway",-0.00886287096692083,0.480801491558557,0.483287421714677,-0.041904481986919,"Depleted"
"O60488","hsa01212","Fatty acid metabolism",-0.576086612849854,0.000279878138735418,0.000553415996010816,-3.26186151927593,"Depleted"
"O60488","hsa04216","Ferroptosis",-0.576086612849854,0.000279878138735418,0.000553415996010816,-3.26186151927593,"Depleted"
"O60488","hsa00071","Fatty acid degradation",-0.576086612849854,0.000279878138735418,0.000553415996010816,-3.26186151927593,"Depleted"
"O60488","hsa03320","PPAR signaling pathway",-0.576086612849854,0.000279878138735418,0.000553415996010816,-3.26186151927593,"Depleted"
"O60488","hsa04714","Thermogenesis",-0.576086612849854,0.000279878138735418,0.000553415996010816,-3.26186151927593,"Depleted"
"O60488","hsa01100","Metabolic pathways",-0.576086612849854,0.000279878138735418,0.000553415996010816,-3.26186151927593,"Depleted"
"O60488","hsa04146","Peroxisome",-0.576086612849854,0.000279878138735418,0.000553415996010816,-3.26186151927593,"Depleted"
"O60488","hsa04920","Adipocytokine signaling pathway",-0.576086612849854,0.000279878138735418,0.000553415996010816,-3.26186151927593,"Depleted"
"P40939","hsa00310","Lysine degradation",0.562792306399473,0.000399535620625571,0.00076456995499578,3.16909578698226,"Enriched"
"P40939","hsa00280","Valine, leucine and isoleucine degradation",0.562792306399473,0.000399535620625571,0.00076456995499578,3.16909578698226,"Enriched"
"P40939","hsa00071","Fatty acid degradation",0.562792306399473,0.000399535620625571,0.00076456995499578,3.16909578698226,"Enriched"
"P40939","hsa01212","Fatty acid metabolism",0.562792306399473,0.000399535620625571,0.00076456995499578,3.16909578698226,"Enriched"
"P40939","hsa01100","Metabolic pathways",0.562792306399473,0.000399535620625571,0.00076456995499578,3.16909578698226,"Enriched"
"P40939","hsa00380","Tryptophan metabolism",0.562792306399473,0.000399535620625571,0.00076456995499578,3.16909578698226,"Enriched"
"P49748","hsa04936","Alcoholic liver disease",0.806521257989796,1.25093080257765e-08,7.3391372326812e-08,5.25655017363295,"Enriched"
"P49748","hsa00071","Fatty acid degradation",0.806521257989796,1.25093080257765e-08,7.3391372326812e-08,5.25655017363295,"Enriched"
"P49748","hsa01100","Metabolic pathways",0.806521257989796,1.25093080257765e-08,7.3391372326812e-08,5.25655017363295,"Enriched"
"P49748","hsa01212","Fatty acid metabolism",0.806521257989796,1.25093080257765e-08,7.3391372326812e-08,5.25655017363295,"Enriched"
"P24752","hsa00620","Pyruvate metabolism",0.636649564457146,4.4763758790625e-05,0.000101567425118039,3.71508568294955,"Enriched"
"P24752","hsa00630","Glyoxylate and dicarboxylate metabolism",0.636649564457146,4.4763758790625e-05,0.000101567425118039,3.71508568294955,"Enriched"
"P24752","hsa00380","Tryptophan metabolism",0.636649564457146,4.4763758790625e-05,0.000101567425118039,3.71508568294955,"Enriched"
"P24752","hsa00071","Fatty acid degradation",0.636649564457146,4.4763758790625e-05,0.000101567425118039,3.71508568294955,"Enriched"
"P24752","hsa00280","Valine, leucine and isoleucine degradation",0.636649564457146,4.4763758790625e-05,0.000101567425118039,3.71508568294955,"Enriched"
"P24752","hsa00310","Lysine degradation",0.636649564457146,4.4763758790625e-05,0.000101567425118039,3.71508568294955,"Enriched"
"P24752","hsa01100","Metabolic pathways",0.636649564457146,4.4763758790625e-05,0.000101567425118039,3.71508568294955,"Enriched"
"P24752","hsa01200","Carbon metabolism",0.636649564457146,4.4763758790625e-05,0.000101567425118039,3.71508568294955,"Enriched"
"P24752","hsa01212","Fatty acid metabolism",0.636649564457146,4.4763758790625e-05,0.000101567425118039,3.71508568294955,"Enriched"
"Q9BWD1","hsa01100","Metabolic pathways",0.802089822506335,1.70190343747477e-08,9.67957580063773e-08,5.20538815836086,"Enriched"
"Q9BWD1","hsa00071","Fatty acid degradation",0.802089822506335,1.70190343747477e-08,9.67957580063773e-08,5.20538815836086,"Enriched"
"Q9BWD1","hsa00620","Pyruvate metabolism",0.802089822506335,1.70190343747477e-08,9.67957580063773e-08,5.20538815836086,"Enriched"
"Q9BWD1","hsa00380","Tryptophan metabolism",0.802089822506335,1.70190343747477e-08,9.67957580063773e-08,5.20538815836086,"Enriched"
"Q9BWD1","hsa00310","Lysine degradation",0.802089822506335,1.70190343747477e-08,9.67957580063773e-08,5.20538815836086,"Enriched"
"Q9BWD1","hsa01212","Fatty acid metabolism",0.802089822506335,1.70190343747477e-08,9.67957580063773e-08,5.20538815836086,"Enriched"
"Q9BWD1","hsa01200","Carbon metabolism",0.802089822506335,1.70190343747477e-08,9.67957580063773e-08,5.20538815836086,"Enriched"
"Q9BWD1","hsa00280","Valine, leucine and isoleucine degradation",0.802089822506335,1.70190343747477e-08,9.67957580063773e-08,5.20538815836086,"Enriched"
"Q9BWD1","hsa00630","Glyoxylate and dicarboxylate metabolism",0.802089822506335,1.70190343747477e-08,9.67957580063773e-08,5.20538815836086,"Enriched"
"Q9H2U2","hsa00190","Oxidative phosphorylation",0.28508901610262,0.0568743368404096,0.0734898908357801,1.4502824117885,"Enriched"
"P25705","hsa05014","Amyotrophic lateral sclerosis",0.342697677387606,0.0274252264704378,0.0378868519425266,1.77575259747382,"Enriched"
"P25705","hsa05022","Pathways of neurodegeneration - multiple diseases",0.342697677387606,0.0274252264704378,0.0378868519425266,1.77575259747382,"Enriched"
"P25705","hsa01100","Metabolic pathways",0.342697677387606,0.0274252264704378,0.0378868519425266,1.77575259747382,"Enriched"
"P25705","hsa05415","Diabetic cardiomyopathy",0.342697677387606,0.0274252264704378,0.0378868519425266,1.77575259747382,"Enriched"
"P25705","hsa05016","Huntington disease",0.342697677387606,0.0274252264704378,0.0378868519425266,1.77575259747382,"Enriched"
"P25705","hsa05010","Alzheimer disease",0.342697677387606,0.0274252264704378,0.0378868519425266,1.77575259747382,"Enriched"
"P25705","hsa05020","Prion disease",0.342697677387606,0.0274252264704378,0.0378868519425266,1.77575259747382,"Enriched"
"P25705","hsa05012","Parkinson disease",0.342697677387606,0.0274252264704378,0.0378868519425266,1.77575259747382,"Enriched"
"P25705","hsa04714","Thermogenesis",0.342697677387606,0.0274252264704378,0.0378868519425266,1.77575259747382,"Enriched"
"P25705","hsa00190","Oxidative phosphorylation",0.342697677387606,0.0274252264704378,0.0378868519425266,1.77575259747382,"Enriched"
"P25705","hsa05208","Chemical carcinogenesis - reactive oxygen species",0.342697677387606,0.0274252264704378,0.0378868519425266,1.77575259747382,"Enriched"
"Q9Y5K8","hsa00190","Oxidative phosphorylation",-0.203846032239179,0.131559594428116,0.155694627938309,-1.01231125344072,"Depleted"
"Q9Y5K8","hsa05110","Vibrio cholerae infection",-0.203846032239179,0.131559594428116,0.155694627938309,-1.01231125344072,"Depleted"
"Q9Y5K8","hsa04721","Synaptic vesicle cycle",-0.203846032239179,0.131559594428116,0.155694627938309,-1.01231125344072,"Depleted"
"Q9Y5K8","hsa04145","Phagosome",-0.203846032239179,0.131559594428116,0.155694627938309,-1.01231125344072,"Depleted"
"Q9Y5K8","hsa04150","mTOR signaling pathway",-0.203846032239179,0.131559594428116,0.155694627938309,-1.01231125344072,"Depleted"
"Q9Y5K8","hsa01100","Metabolic pathways",-0.203846032239179,0.131559594428116,0.155694627938309,-1.01231125344072,"Depleted"
"Q9Y5K8","hsa05120","Epithelial cell signaling in Helicobacter pylori infection",-0.203846032239179,0.131559594428116,0.155694627938309,-1.01231125344072,"Depleted"
"Q9Y5K8","hsa05165","Human papillomavirus infection",-0.203846032239179,0.131559594428116,0.155694627938309,-1.01231125344072,"Depleted"
"Q9UI12","hsa04145","Phagosome",-0.137374499987273,0.226701116869194,0.25289532520854,-0.665406309531226,"Depleted"
"Q9UI12","hsa04142","Lysosome",-0.137374499987273,0.226701116869194,0.25289532520854,-0.665406309531226,"Depleted"
"Q9UI12","hsa05165","Human papillomavirus infection",-0.137374499987273,0.226701116869194,0.25289532520854,-0.665406309531226,"Depleted"
"Q9UI12","hsa01100","Metabolic pathways",-0.137374499987273,0.226701116869194,0.25289532520854,-0.665406309531226,"Depleted"
"Q9UI12","hsa04721","Synaptic vesicle cycle",-0.137374499987273,0.226701116869194,0.25289532520854,-0.665406309531226,"Depleted"
"Q9UI12","hsa00190","Oxidative phosphorylation",-0.137374499987273,0.226701116869194,0.25289532520854,-0.665406309531226,"Depleted"
"Q9UI12","hsa05152","Tuberculosis",-0.137374499987273,0.226701116869194,0.25289532520854,-0.665406309531226,"Depleted"
"Q9UI12","hsa05120","Epithelial cell signaling in Helicobacter pylori infection",-0.137374499987273,0.226701116869194,0.25289532520854,-0.665406309531226,"Depleted"
"Q9UI12","hsa05110","Vibrio cholerae infection",-0.137374499987273,0.226701116869194,0.25289532520854,-0.665406309531226,"Depleted"
"Q9UI12","hsa04150","mTOR signaling pathway",-0.137374499987273,0.226701116869194,0.25289532520854,-0.665406309531226,"Depleted"
"P38606","hsa05120","Epithelial cell signaling in Helicobacter pylori infection",0.828678435407098,2.36367239824156e-09,1.71056291832135e-08,5.51839356045385,"Enriched"
"P38606","hsa05110","Vibrio cholerae infection",0.828678435407098,2.36367239824156e-09,1.71056291832135e-08,5.51839356045385,"Enriched"
"P38606","hsa04145","Phagosome",0.828678435407098,2.36367239824156e-09,1.71056291832135e-08,5.51839356045385,"Enriched"
"P38606","hsa00190","Oxidative phosphorylation",0.828678435407098,2.36367239824156e-09,1.71056291832135e-08,5.51839356045385,"Enriched"
"P38606","hsa05165","Human papillomavirus infection",0.828678435407098,2.36367239824156e-09,1.71056291832135e-08,5.51839356045385,"Enriched"
"P38606","hsa04721","Synaptic vesicle cycle",0.828678435407098,2.36367239824156e-09,1.71056291832135e-08,5.51839356045385,"Enriched"
"P38606","hsa04150","mTOR signaling pathway",0.828678435407098,2.36367239824156e-09,1.71056291832135e-08,5.51839356045385,"Enriched"
"P38606","hsa01100","Metabolic pathways",0.828678435407098,2.36367239824156e-09,1.71056291832135e-08,5.51839356045385,"Enriched"
"P21281","hsa01100","Metabolic pathways",0.11078588708651,0.273045279711667,0.297608221540978,0.531292007498386,"Enriched"
"P21281","hsa05120","Epithelial cell signaling in Helicobacter pylori infection",0.11078588708651,0.273045279711667,0.297608221540978,0.531292007498386,"Enriched"
"P21281","hsa00190","Oxidative phosphorylation",0.11078588708651,0.273045279711667,0.297608221540978,0.531292007498386,"Enriched"
"P21281","hsa05110","Vibrio cholerae infection",0.11078588708651,0.273045279711667,0.297608221540978,0.531292007498386,"Enriched"
"P21281","hsa05165","Human papillomavirus infection",0.11078588708651,0.273045279711667,0.297608221540978,0.531292007498386,"Enriched"
"P21281","hsa04721","Synaptic vesicle cycle",0.11078588708651,0.273045279711667,0.297608221540978,0.531292007498386,"Enriched"
"P21281","hsa04150","mTOR signaling pathway",0.11078588708651,0.273045279711667,0.297608221540978,0.531292007498386,"Enriched"
"P21281","hsa04145","Phagosome",0.11078588708651,0.273045279711667,0.297608221540978,0.531292007498386,"Enriched"
"P36543","hsa05165","Human papillomavirus infection",-0.805044112828642,1.38731749429824e-08,8.08386501786592e-08,-5.23873922669142,"Depleted"
"P36543","hsa05110","Vibrio cholerae infection",-0.805044112828642,1.38731749429824e-08,8.08386501786592e-08,-5.23873922669142,"Depleted"
"P36543","hsa01100","Metabolic pathways",-0.805044112828642,1.38731749429824e-08,8.08386501786592e-08,-5.23873922669142,"Depleted"
"P36543","hsa04150","mTOR signaling pathway",-0.805044112828642,1.38731749429824e-08,8.08386501786592e-08,-5.23873922669142,"Depleted"
"P36543","hsa04721","Synaptic vesicle cycle",-0.805044112828642,1.38731749429824e-08,8.08386501786592e-08,-5.23873922669142,"Depleted"
"P36543","hsa00190","Oxidative phosphorylation",-0.805044112828642,1.38731749429824e-08,8.08386501786592e-08,-5.23873922669142,"Depleted"
"P36543","hsa05120","Epithelial cell signaling in Helicobacter pylori infection",-0.805044112828642,1.38731749429824e-08,8.08386501786592e-08,-5.23873922669142,"Depleted"
"P36543","hsa04145","Phagosome",-0.805044112828642,1.38731749429824e-08,8.08386501786592e-08,-5.23873922669142,"Depleted"
"P99999","hsa05163","Human cytomegalovirus infection",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05167","Kaposi sarcoma-associated herpesvirus infection",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05145","Toxoplasmosis",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa04932","Non-alcoholic fatty liver disease",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa04215","Apoptosis - multiple species",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05168","Herpes simplex virus 1 infection",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05022","Pathways of neurodegeneration - multiple diseases",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05010","Alzheimer disease",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05132","Salmonella infection",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05210","Colorectal cancer",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05016","Huntington disease",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05417","Lipid and atherosclerosis",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa01100","Metabolic pathways",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05130","Pathogenic Escherichia coli infection",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa01524","Platinum drug resistance",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05170","Human immunodeficiency virus 1 infection",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05012","Parkinson disease",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05131","Shigellosis",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa04115","p53 signaling pathway",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05222","Small cell lung cancer",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa00190","Oxidative phosphorylation",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05169","Epstein-Barr virus infection",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05152","Tuberculosis",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05017","Spinocerebellar ataxia",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05134","Legionellosis",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa04210","Apoptosis",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05164","Influenza A",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05014","Amyotrophic lateral sclerosis",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05020","Prion disease",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05416","Viral myocarditis",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05200","Pathways in cancer",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05161","Hepatitis B",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05162","Measles",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"P99999","hsa05160","Hepatitis C",0.714938257998281,2.1384319986366e-06,6.67109676015224e-06,4.35441631689372,"Enriched"
"Q15181","hsa00190","Oxidative phosphorylation",0.954235774105143,1.41350674537839e-17,1.3739928068144e-15,7.90568999600589,"Enriched"
"P61421","hsa01100","Metabolic pathways",0.10192301611959,0.289422212380986,0.313223381162317,0.486734120016692,"Enriched"
"P61421","hsa05165","Human papillomavirus infection",0.10192301611959,0.289422212380986,0.313223381162317,0.486734120016692,"Enriched"
"P61421","hsa05203","Viral carcinogenesis",0.10192301611959,0.289422212380986,0.313223381162317,0.486734120016692,"Enriched"
"P61421","hsa05110","Vibrio cholerae infection",0.10192301611959,0.289422212380986,0.313223381162317,0.486734120016692,"Enriched"
"P61421","hsa04145","Phagosome",0.10192301611959,0.289422212380986,0.313223381162317,0.486734120016692,"Enriched"
"P61421","hsa05120","Epithelial cell signaling in Helicobacter pylori infection",0.10192301611959,0.289422212380986,0.313223381162317,0.486734120016692,"Enriched"
"P61421","hsa04142","Lysosome",0.10192301611959,0.289422212380986,0.313223381162317,0.486734120016692,"Enriched"
"P61421","hsa05152","Tuberculosis",0.10192301611959,0.289422212380986,0.313223381162317,0.486734120016692,"Enriched"
"P61421","hsa04721","Synaptic vesicle cycle",0.10192301611959,0.289422212380986,0.313223381162317,0.486734120016692,"Enriched"
"P61421","hsa00190","Oxidative phosphorylation",0.10192301611959,0.289422212380986,0.313223381162317,0.486734120016692,"Enriched"
